Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;BEVSTD__Bevoelkerung__Anzahl
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09171127;      Pleiskirchen;2385
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09171129;      Reischach;2588
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09171130;      Stammham;1001
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09171131;      Teising;1904
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09171132;      Töging a.Inn, St;9101
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09171133;      Tüßling, M;3240
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09171134;      Tyrlaching;935
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09171135;      Unterneukirchen;2906
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09171137;      Winhöring;4597
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172;    Berchtesgadener Land (Lkr);102346
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172111;      Ainring;9598
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172112;      Anger;4394
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172114;      Bad Reichenhall, GKSt;17137
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172115;      Bayerisch Gmain;2994
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172116;      Berchtesgaden, M;7783
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172117;      Bischofswiesen;7539
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172118;      Freilassing, St;16074
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172122;      Laufen, St;6839
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172124;      Marktschellenberg, M;1738
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172128;      Piding;5238
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172129;      Ramsau b.Berchtesgaden;1740
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172130;      Saaldorf-Surheim;5326
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172131;      Schneizlreuth;1339
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172132;      Schönau a.Königssee;5418
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172134;      Teisendorf, M;9189
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09172444;      Gemeindefreie Gebiete;-
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173;    Bad Tölz-Wolfratshausen (Lkr);122118
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173111;      Bad Heilbrunn;3775
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173112;      Bad Tölz, St;18070
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173113;      Benediktbeuern;3500
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173115;      Bichl;2124
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173118;      Dietramszell;5313
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173120;      Egling;5400
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173123;      Eurasburg;4319
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173124;      Gaißach;3021
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173126;      Geretsried, St;23610
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173127;      Greiling;1423
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173130;      Icking;3695
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173131;      Jachenau;833
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173133;      Kochel a.See;3997
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173134;      Königsdorf;2988
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173135;      Lenggries;9787
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173137;      Münsing;4199
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173140;      Reichersbeuern;2267
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173141;      Sachsenkam;1303
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173142;      Schlehdorf;1217
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173145;      Wackersberg;3434
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173147;      Wolfratshausen, St;17843
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09173444;      Gemeindefreie Gebiete;-
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174;    Dachau (Lkr);144407
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174111;      Altomünster, M;7594
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174113;      Bergkirchen;7391
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174115;      Dachau, GKSt;45621
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174118;      Erdweg;5742
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174121;      Haimhausen;5136
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174122;      Hebertshausen;5380
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174126;      Karlsfeld;18949
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174131;      Markt Indersdorf, M;9693
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174135;      Odelzhausen;4679
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174136;      Petershausen;6204
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174137;      Pfaffenhofen a.d.Glonn;1913
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174141;      Röhrmoos;6252
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174143;      Schwabhausen;6218
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174146;      Sulzemoos;2665
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174147;      Hilgertshausen-Tandern;3210
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174150;      Vierkirchen;4450
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09174151;      Weichs;3310
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175;    Ebersberg (Lkr);133007
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175111;      Anzing;3894
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175112;      Aßling;4328
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175113;      Baiern;1406
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175114;      Bruck;1207
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175115;      Ebersberg, St;11469
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175116;      Egmating;2246
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175118;      Forstinning;3582
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175119;      Frauenneuharting;1547
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175121;      Glonn, M;4890
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175122;      Grafing b.München, St;13092
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175123;      Hohenlinden;2973
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175124;      Kirchseeon, M;10047
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175127;      Markt Schwaben, M;12703
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175128;      Moosach;1500
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175131;      Oberpframmern;2334
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175132;      Vaterstetten;22087
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175133;      Pliening;5231
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175135;      Poing;14147
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175136;      Emmering;1466
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175137;      Steinhöring;3937
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175139;      Zorneding;8921
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09175444;      Gemeindefreie Gebiete;-
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176;    Eichstätt (Lkr);125858
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176111;      Adelschlag;2894
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176112;      Altmannstein, M;6792
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176114;      Beilngries, St;8897
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176116;      Böhmfeld;1627
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176118;      Buxheim;3533
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176120;      Denkendorf;4560
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176121;      Dollnstein, M;2734
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176122;      Egweil;1138
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176123;      Eichstätt, GKSt;13155
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176124;      Eitensheim;2957
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176126;      Gaimersheim, M;11360
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176129;      Großmehring;6520
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176131;      Hepberg;2673
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176132;      Hitzhofen;2824
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176137;      Kinding, M;2565
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176138;      Kipfenberg, M;5607
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176139;      Kösching, M;9179
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176143;      Lenting;4771
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176147;      Mindelstetten;1648
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176148;      Mörnsheim, M;1519
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176149;      Nassenfels, M;2021
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176150;      Oberdolling;1232
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176153;      Pförring, M;3540
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176155;      Pollenfeld;2792
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176160;      Schernfeld;3087
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176161;      Stammham;3819
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176164;      Titting, M;2631
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176165;      Walting;2326
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176166;      Wellheim, M;2687
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176167;      Wettstetten;4770
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09176444;      Gemeindefreie Gebiete;-
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09177;    Erding (Lkr);130238
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09177112;      Berglern;2672
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09177113;      Bockhorn;3659
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09177114;      Buch a.Buchrain;1478
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09177115;      Dorfen, St;14120
12411;Fortschreibung des Bevölkerungsstandes;STAG;Stichtag;31.12.2013;GEMEIN;Gemeinden Bayerns (einschl. gemeindefreie Gebiete);09177116;      Eitting;2531
