Name,Geometrie (EWKT),Verwaltungseinheit,Verwaltungsebene,Planungsregion,Anteil Wasserkraft an Stromproduktion EE (%),Anteil Wind an Stromproduktion EE (%),Anteil PV an Stromproduktion EE (%),Anteil Biomasse an Stromproduktion EE (%),Anteil Geothermie an Stromproduktion EE (%),Stromproduktion Wasserkraft 2022 (MWh/a),Stromproduktion Wind 2022 (MWh/a),Stromproduktion PV 2022 (MWh/a),Stromproduktion Biomasse 2022 (MWh/a),Stromproduktion Geothermie 2022 (MWh/a),Stromproduktion EE 2022 (MWh/a),Einwohnerzahl,Fläche (km²)
Oberkotzau,SRID=31468;POINT (4495173.813337631 5569792.294002937),475158,Gemeinde,5.0,0.61,74.5,20.7,4.2,0.0,86.5,10588.0,2938.0,600.0,0.0,14213.0,5265.0,21.5
Regnitzlosau,SRID=31468;POINT (4503356.742984806 5574097.441974093),475161,Gemeinde,5.0,0.21,78.5,4.8,16.4,0.0,107.0,39625.0,2427.0,8300.0,0.0,50459.0,2252.0,39.9
Rehau,SRID=31468;POINT (4502660.901422299 5568031.667426452),475162,Gemeinde,5.0,0.0,0.0,34.0,66.0,0.0,0.0,0.0,5040.0,9803.0,0.0,14843.0,9324.0,80.4
Schauenstein,SRID=31468;POINT (4481634.01331224 5571329.638351915),475165,Gemeinde,5.0,1.1,71.5,8.5,18.8,0.0,182.0,11487.0,1371.0,3018.0,0.0,16059.0,1902.0,26.7
Schwarzenbach a.d.Saale,SRID=31468;POINT (4495686.082999088 5564996.471378886),475168,Gemeinde,5.0,2.3,0.0,46.7,51.0,0.0,544.0,0.0,11051.0,12056.0,0.0,23652.0,6821.0,59.2
Schwarzenbach a.Wald,SRID=31468;POINT (4473314.885172039 5572181.330264666),475169,Gemeinde,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1787.0,0.0,0.0,1787.0,4356.0,36.7
Selbitz,SRID=31468;POINT (4482163.3804144105 5575474.41746894),475171,Gemeinde,5.0,0.09,74.1,21.0,4.8,0.0,30.8,25496.0,7244.0,1646.0,0.0,34418.0,4286.0,27.8
Sparneck,SRID=31468;POINT (4488968.407030426 5558432.1701769885),475174,Gemeinde,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1079.0,0.0,0.0,1079.0,1575.0,16.4
Stammbach,SRID=31468;POINT (4478158.304531358 5556587.324394514),475175,Gemeinde,5.0,0.14,67.0,22.6,10.3,0.0,51.1,25102.0,8485.0,3851.0,0.0,37489.0,2334.0,34.7
Töpen,SRID=31468;POINT (4491098.821032823 5583705.133800142),475181,Gemeinde,5.0,1.0,82.8,3.9,12.3,0.0,374.0,30601.0,1450.0,4548.0,0.0,36974.0,1011.0,20.8
Trogen,SRID=31468;POINT (4496819.7387985345 5580951.450748144),475182,Gemeinde,5.0,0.0,65.2,31.2,3.6,0.0,0.0,45437.0,21755.0,2531.0,0.0,69722.0,1406.0,12.3
Weißdorf,SRID=31468;POINT (4489283.627595083 5561043.3374819895),475184,Gemeinde,5.0,0.0,0.0,86.9,13.1,0.0,0.0,0.0,4318.0,653.0,0.0,4971.0,1163.0,21.9
Zell im Fichtelgebirge,SRID=31468;POINT (4487362.657913102 5555257.458598162),475189,Gemeinde,5.0,0.0,29.2,70.8,0.0,0.0,0.0,4876.0,11837.0,0.0,0.0,16713.0,1873.0,31.2
Forst Schwarzenbach a.Wald,SRID=31468;POINT (4471614.567474794 5574565.7253929945),475451,Gemeinde,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,8.3
Gerlaser Forst,SRID=31468;POINT (4473534.30596803 5576555.974622573),475452,Gemeinde,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,5.8
Geroldsgrüner Forst,SRID=31468;POINT (4468857.472269624 5577174.937083407),475453,Gemeinde,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,16.7
Martinlamitzer Forst-Nord,SRID=31468;POINT (4500291.509381735 5561178.68315036),475454,Gemeinde,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,6.8
Kronach,SRID=31468;POINT (4455395.820438361 5577046.254431015),476000,Landkreis,unbekannt,2.3,35.4,51.3,10.9,0.0,3113.0,47035.0,68059.0,14507.0,0.0,132714.0,66091.0,651
Kronach,SRID=31468;POINT (4451970.630290053 5567208.351084114),476145,Gemeinde,4.0,3.0,21.1,75.9,0.0,0.0,693.0,4821.0,17333.0,0.0,0.0,22848.0,16788.0,67
Küps,SRID=31468;POINT (4448471.937270467 5561925.264310324),476146,Gemeinde,4.0,0.78,49.3,31.0,18.9,0.0,267.0,16895.0,10614.0,6460.0,0.0,34236.0,7711.0,35.6
Ludwigsstadt,SRID=31468;POINT (4456731.852233526 5594518.900640961),476152,Gemeinde,4.0,10.0,61.1,29.0,0.0,0.0,384.0,2353.0,1116.0,0.0,0.0,3853.0,3306.0,58.7
Mitwitz,SRID=31468;POINT (4443746.740997866 5568294.275399189),476154,Gemeinde,4.0,14.9,0.0,85.0,0.12,0.0,502.0,0.0,2874.0,3.9,0.0,3380.0,2773.0,33.2
Nordhalben,SRID=31468;POINT (4465310.340899652 5582031.958730745),476159,Gemeinde,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,406.0,1630.0,21.9
Pressig,SRID=31468;POINT (4450964.789854488 5579079.635938768),476164,Gemeinde,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1806.0,0.0,0.0,1806.0,3894.0,53.2
Reichenbach,SRID=31468;POINT (4458448.488540473 5587808.68584221),476166,Gemeinde,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,252.0,651.0,8.7
Schneckenlohe,SRID=31468;POINT (4442497.058612635 5564354.813092307),476171,Gemeinde,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,752.0,0.0,0.0,752.0,1026.0,9.3
Steinbach a.Wald,SRID=31468;POINT (4454692.704707304 5588739.052235182),476175,Gemeinde,4.0,0.0,15.7,84.3,0.0,0.0,0.0,894.0,4793.0,0.0,0.0,5687.0,3023.0,36.2
Steinwiesen,SRID=31468;POINT (4461487.555575979 5573135.447456253),476177,Gemeinde,4.0,5.3,0.0,94.7,0.0,0.0,95.5,0.0,1693.0,0.0,0.0,1789.0,3371.0,55
Stockheim,SRID=31468;POINT (4449066.719529531 5574578.974383635),476178,Gemeinde,4.0,7.6,0.0,92.4,0.0,0.0,184.0,0.0,2238.0,0.0,0.0,2422.0,4827.0,25.4
Tettau,SRID=31468;POINT (4447492.315996273 5592757.325362452),476179,Gemeinde,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,984.0,0.0,0.0,984.0,1984.0,23.8
Teuschnitz,SRID=31468;POINT (4456095.274191195 5584905.049154784),476180,Gemeinde,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1045.0,0.0,0.0,1045.0,1948.0,34.2
Tschirn,SRID=31468;POINT (4461027.6339917 5584707.946396642),476182,Gemeinde,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,168.0,515.0,20.1
Marktrodach,SRID=31468;POINT (4456279.978774726 5568414.003545447),476183,Gemeinde,4.0,7.4,53.9,38.7,0.0,0.0,661.0,4821.0,3458.0,0.0,0.0,8939.0,3735.0,33.3
Wallenfels,SRID=31468;POINT (4462402.001775109 5570395.285316248),476184,Gemeinde,4.0,1.2,0.0,48.5,50.3,0.0,32.5,0.0,1361.0,1411.0,0.0,2805.0,2573.0,45.7
Weißenbrunn,SRID=31468;POINT (4453424.617414648 5562899.98683198),476185,Gemeinde,4.0,0.32,49.4,43.9,6.4,0.0,112.0,17251.0,15357.0,2226.0,0.0,34945.0,2789.0,26.4
Wilhelmsthal,SRID=31468;POINT (4455381.002297896 5575115.133644984),476189,Gemeinde,4.0,2.8,0.0,28.3,68.9,0.0,182.0,0.0,1808.0,4407.0,0.0,6397.0,3547.0,42.9
Birnbaum,SRID=31468;POINT (4460427.544453664 5581023.95652338),476451,Gemeinde,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,8.2
Langenbacher Forst,SRID=31468;POINT (4469316.413057014 5582595.890717898),476453,Gemeinde,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,12.7
Kulmbach,SRID=31468;POINT (4463056.924053694 5551950.337039399),477000,Landkreis,unbekannt,1.6,40.5,53.0,4.8,0.0,5291.0,132143.0,173125.0,15792.0,0.0,326351.0,71328.0,658
Grafengehaig,SRID=31468;POINT (4471057.811340077 5563179.989828446),477117,Gemeinde,5.0,27.1,0.0,72.9,0.0,0.0,300.0,0.0,807.0,0.0,0.0,1106.0,827.0,20.8
Guttenberg,SRID=31468;POINT (4468960.185840672 5557709.910381826),477118,Gemeinde,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,266.0,0.0,0.0,266.0,463.0,10.7
Harsdorf,SRID=31468;POINT (4469130.0280067185 5543606.699451016),477119,Gemeinde,5.0,0.0,64.4,35.6,0.0,0.0,0.0,1654.0,914.0,0.0,0.0,2567.0,957.0,11.3
Himmelkron,SRID=31468;POINT (4471116.473516591 5547441.0402275305),477121,Gemeinde,5.0,4.4,0.0,76.7,18.9,0.0,177.0,0.0,3096.0,762.0,0.0,4035.0,3489.0,23.1
Kasendorf,SRID=31468;POINT (4453561.794735503 5544602.172579492),477124,Gemeinde,5.0,0.46,65.2,34.3,0.0,0.0,147.0,20734.0,10902.0,0.0,0.0,31782.0,2435.0,39
Ködnitz,SRID=31468;POINT (4466402.762591931 5550656.88886847),477127,Gemeinde,5.0,27.9,0.0,72.1,0.0,0.0,463.0,0.0,1199.0,0.0,0.0,1661.0,1523.0,19.6
Kulmbach,SRID=31468;POINT (4461163.088606071 5552566.928304334),477128,Gemeinde,5.0,3.8,22.6,68.3,5.3,0.0,1522.0,9152.0,27672.0,2154.0,0.0,40501.0,25724.0,92.8
Kupferberg,SRID=31468;POINT (4469846.261966934 5556001.913196784),477129,Gemeinde,5.0,0.0,0.0,86.6,13.4,0.0,0.0,0.0,9853.0,1519.0,0.0,11372.0,1047.0,8.3
Ludwigschorgast,SRID=31468;POINT (4468646.556637806 5554564.955579246),477135,Gemeinde,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1393.0,0.0,0.0,1393.0,980.0,5.9
Mainleus,SRID=31468;POINT (4456236.198207528 5552152.464286925),477136,Gemeinde,5.0,3.3,72.9,19.9,3.8,0.0,1044.0,22880.0,6243.0,1202.0,0.0,31370.0,6465.0,49.4
Marktleugast,SRID=31468;POINT (4473901.053823753 5559573.775715591),477138,Gemeinde,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5619.0,0.0,0.0,5619.0,3135.0,33.9
Marktschorgast,SRID=31468;POINT (4475394.247545583 5550863.954628987),477139,Gemeinde,5.0,0.0,67.6,21.1,11.4,0.0,0.0,4941.0,1542.0,831.0,0.0,7314.0,1379.0,15.8
Neudrossenfeld,SRID=31468;POINT (4464447.565883112 5542244.427119168),477142,Gemeinde,5.0,5.0,0.0,95.0,0.0,0.0,438.0,0.0,8298.0,0.0,0.0,8736.0,3767.0,50.3
Neuenmarkt,SRID=31468;POINT (4470020.552639509 5550578.540992604),477143,Gemeinde,5.0,1.8,0.0,59.8,38.3,0.0,204.0,0.0,6632.0,4249.0,0.0,11086.0,2962.0,19
Presseck,SRID=31468;POINT (4468308.414105395 5565810.732209257),477148,Gemeinde,5.0,0.66,16.0,79.9,3.5,0.0,48.6,1167.0,5841.0,253.0,0.0,7309.0,1698.0,54.8
Rugendorf,SRID=31468;POINT (4461653.124408389 5562833.980634181),477151,Gemeinde,5.0,0.0,14.3,76.7,9.0,0.0,0.0,4821.0,25851.0,3042.0,0.0,33713.0,954.0,17.3
Stadtsteinach,SRID=31468;POINT (4464662.419777785 5558674.463110756),477156,Gemeinde,5.0,4.6,0.0,61.2,34.2,0.0,240.0,0.0,3185.0,1779.0,0.0,5203.0,3118.0,39.8
Thurnau,SRID=31468;POINT (4456632.580665445 5543357.878300835),477157,Gemeinde,5.0,0.08,85.8,14.1,0.0,0.0,55.0,56239.0,9276.0,0.0,0.0,65570.0,4078.0,64.2
Trebgast,SRID=31468;POINT (4467976.625893984 5548105.616186562),477158,Gemeinde,5.0,10.4,0.0,89.6,0.0,0.0,133.0,0.0,1145.0,0.0,0.0,1277.0,1573.0,17.1
Untersteinach,SRID=31468;POINT (4466387.590759216 5555184.229009316),477159,Gemeinde,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,17509.0,0.0,0.0,17509.0,1783.0,11.4
Wirsberg,SRID=31468;POINT (4472007.252270536 5552399.199730718),477163,Gemeinde,5.0,2.7,81.4,15.9,0.0,0.0,351.0,10556.0,2061.0,0.0,0.0,12968.0,1802.0,17.2
Wonsees,SRID=31468;POINT (4449930.275398417 5537936.843064688),477164,Gemeinde,5.0,0.14,0.0,99.9,0.0,0.0,34.0,0.0,23824.0,0.0,0.0,23858.0,1169.0,36.8
Lichtenfels,SRID=31468;POINT (4436933.657635607 5552932.374424631),478000,Landkreis,unbekannt,7.9,12.9,62.9,16.2,0.0,14673.0,23974.0,116428.0,30052.0,0.0,185127.0,66741.0,520
Altenkunstadt,SRID=31468;POINT (4446312.764509053 5554580.250658755),478111,Gemeinde,4.0,19.8,0.0,42.5,37.7,0.0,2162.0,0.0,4638.0,4110.0,0.0,10910.0,5456.0,32.9
Burgkunstadt,SRID=31468;POINT (4446628.1670275275 5556375.2454698),478116,Gemeinde,4.0,15.4,0.0,61.1,23.5,0.0,1309.0,0.0,5187.0,1995.0,0.0,8491.0,6449.0,40.6
Ebensfeld,SRID=31468;POINT (4425569.4102937225 5548377.953735348),478120,Gemeinde,4.0,0.55,0.0,84.6,14.8,0.0,217.0,0.0,33533.0,5868.0,0.0,39617.0,5559.0,68.7
Hochstadt a.Main,SRID=31468;POINT (4440865.036202819 5557452.833560446),478127,Gemeinde,4.0,9.1,0.0,90.9,0.0,0.0,1310.0,0.0,13142.0,0.0,0.0,14452.0,1625.0,13.8
Lichtenfels,SRID=31468;POINT (4433517.78511878 5557176.76048398),478139,Gemeinde,4.0,19.7,0.0,61.5,18.8,0.0,6655.0,0.0,20785.0,6345.0,0.0,33785.0,20071.0,122
Marktgraitz,SRID=31468;POINT (4442656.97758567 5561091.280443653),478143,Gemeinde,4.0,14.0,0.0,81.9,4.1,0.0,113.0,0.0,663.0,33.1,0.0,809.0,1146.0,3.8
Marktzeuln,SRID=31468;POINT (4440725.050072908 5559248.180231181),478144,Gemeinde,4.0,5.1,0.0,40.7,54.2,0.0,327.0,0.0,2617.0,3486.0,0.0,6429.0,1573.0,6.9
Michelau i.OFr.,SRID=31468;POINT (4436653.680434428 5558814.3771465),478145,Gemeinde,4.0,16.5,0.0,83.5,0.0,0.0,612.0,0.0,3102.0,0.0,0.0,3713.0,6275.0,19.4
Redwitz a.d.Rodach,SRID=31468;POINT (4443098.507524383 5559825.330279564),478155,Gemeinde,4.0,14.1,0.0,34.5,51.4,0.0,1200.0,0.0,2935.0,4366.0,0.0,8501.0,3358.0,14.7
Bad Staffelstein,SRID=31468;POINT (4428550.692675199 5552170.198661708),478165,Gemeinde,4.0,1.8,0.0,86.0,12.2,0.0,221.0,0.0,10457.0,1487.0,0.0,12165.0,10481.0,99.5
Weismain,SRID=31468;POINT (4445669.17983274 5550122.95171201),478176,Gemeinde,4.0,1.2,51.9,41.8,5.1,0.0,548.0,23974.0,19345.0,2362.0,0.0,46230.0,4748.0,90.1
Breitengüßbacher Forst,SRID=31468;POINT (4422074.655800589 5546206.892651889),478451,Gemeinde,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,2.4
Neuensorger Forst,SRID=31468;POINT (4435926.4535989715 5562508.238783861),478453,Gemeinde,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,24.2,0.0,0.0,24.2,unbekannt,5.1
Wunsiedel i.Fichtelgebirge,SRID=31468;POINT (4503095.850727202 5550420.104074971),479000,Landkreis,unbekannt,3.1,46.6,25.3,25.0,0.0,8411.0,125572.0,68237.0,67278.0,0.0,269498.0,71482.0,607
Bad Alexandersbad,SRID=31468;POINT (4501227.410213904 5542118.889159814),479111,Gemeinde,5.0,0.0,0.0,7.0,93.0,0.0,0.0,0.0,517.0,6826.0,0.0,7342.0,975.0,8.9
Arzberg,SRID=31468;POINT (4513377.84803448 5546779.973314155),479112,Gemeinde,5.0,1.9,66.1,15.5,16.5,0.0,812.0,28380.0,6636.0,7084.0,0.0,42912.0,4970.0,43.2
Höchstädt i.Fichtelgebirge,SRID=31468;POINT (4506359.997014295 5551841.844587482),479126,Gemeinde,5.0,0.0,93.3,6.7,0.0,0.0,0.0,10921.0,783.0,0.0,0.0,11703.0,1049.0,15
Hohenberg a.d.Eger,SRID=31468;POINT (4516059.985357495 5551201.740983965),479127,Gemeinde,5.0,29.0,0.0,71.0,0.0,0.0,890.0,0.0,2182.0,0.0,0.0,3072.0,1436.0,15.7
Kirchenlamitz,SRID=31468;POINT (4496573.721182446 5557290.636135708),479129,Gemeinde,5.0,0.0,0.0,70.6,29.4,0.0,0.0,0.0,4679.0,1947.0,0.0,6626.0,3103.0,48.5
Marktleuthen,SRID=31468;POINT (4500195.358895563 5554809.44065676),479135,Gemeinde,5.0,4.4,0.0,75.8,19.8,0.0,141.0,0.0,2422.0,632.0,0.0,3195.0,2954.0,35.5
Marktredwitz,SRID=31468;POINT (4506289.760211802 5540528.7901613675),479136,Gemeinde,5.0,1.7,0.0,41.4,57.0,0.0,406.0,0.0,9928.0,13672.0,0.0,24006.0,17019.0,49.5
Nagel,SRID=31468;POINT (4494320.50166761 5537920.205844508),479138,Gemeinde,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,994.0,0.0,0.0,994.0,1687.0,7.8
Röslau,SRID=31468;POINT (4498189.0120898355 5549929.883735663),479145,Gemeinde,5.0,3.1,67.0,8.0,21.9,0.0,588.0,12648.0,1511.0,4140.0,0.0,18887.0,2075.0,29.8
Schirnding,SRID=31468;POINT (4516436.253257362 5549485.671269905),479147,Gemeinde,5.0,0.0,0.0,96.6,3.4,0.0,0.0,0.0,689.0,24.2,0.0,713.0,1156.0,16.5
Schönwald,SRID=31468;POINT (4506415.283743241 5562517.145634801),479150,Gemeinde,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1306.0,0.0,0.0,1306.0,3133.0,19.2
Selb,SRID=31468;POINT (4509445.5317971045 5559295.29162465),479152,Gemeinde,5.0,6.6,58.5,20.3,14.7,0.0,4038.0,36035.0,12491.0,9071.0,0.0,61636.0,14609.0,86.1
Thiersheim,SRID=31468;POINT (4509337.112724269 5548862.455465279),479158,Gemeinde,5.0,0.0,60.0,31.3,8.6,0.0,0.0,20507.0,10690.0,2954.0,0.0,34151.0,1744.0,24.4
Thierstein,SRID=31468;POINT (4507532.882466918 5552293.990460087),479159,Gemeinde,5.0,26.6,0.0,58.8,14.6,0.0,1198.0,0.0,2652.0,657.0,0.0,4507.0,1122.0,12.9
Tröstau,SRID=31468;POINT (4496614.451314544 5541969.876420529),479161,Gemeinde,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1504.0,0.0,0.0,1504.0,2179.0,19.6
Weißenstadt,SRID=31468;POINT (4491883.73475681 5551671.303068544),479166,Gemeinde,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2639.0,0.0,0.0,2639.0,3094.0,42.2
Wunsiedel,SRID=31468;POINT (4500444.252201524 5544718.972645439),479169,Gemeinde,5.0,0.55,38.6,15.0,45.9,0.0,241.0,17080.0,6612.0,20270.0,0.0,44204.0,9177.0,54.9
Kaiserhammer Forst-Ost,SRID=31468;POINT (4509145.963880133 5553690.001416526),479453,Gemeinde,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,8
Martinlamitzer Forst-Süd,SRID=31468;POINT (4502158.349498039 5560000.8334046565),479455,Gemeinde,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,8.5
Meierhöfer Seite,SRID=31468;POINT (4492046.743104456 5548033.266321439),479456,Gemeinde,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,3
Neubauer Forst-Süd,SRID=31468;POINT (4491306.80793004 5542541.207406256),479457,Gemeinde,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,3.1
Tröstauer Forst-Ost,SRID=31468;POINT (4499248.105179773 5539749.784505028),479459,Gemeinde,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,9.7
Tröstauer Forst-West,SRID=31468;POINT (4493946.391924223 5541364.512795012),479460,Gemeinde,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,14.5
Vordorfer Forst,SRID=31468;POINT (4491808.407476124 5545488.094698605),479461,Gemeinde,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,9.7
Weißenstadter Forst-Nord,SRID=31468;POINT (4490764.224100191 5554515.246208935),479462,Gemeinde,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,4.1,unbekannt,5.5
Weißenstadter Forst-Süd,SRID=31468;POINT (4488402.539312787 5548664.021321065),479463,Gemeinde,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unbekannt,15.1
Mittelfranken,SRID=31468;POINT (4411916.545916392 5468570.631249235),500000,Regierungsbezirk,unbekannt,1.5,24.7,42.4,31.4,0.0,59139.0,994034.0,1705459.0,1262248.0,0.0,4020880.0,1777143.0,7241
Ansbach (Stadt),SRID=31468;POINT (4395629.239474842 5462672.3784102965),561000,Landkreis,unbekannt,0.0,29.7,43.5,26.8,0.0,0.0,26673.0,39006.0,24042.0,0.0,89722.0,41662.0,99.9
Ansbach,SRID=31468;POINT (4396248.407124293 5463818.143689154),561000,Gemeinde,8.0,0.0,29.7,43.5,26.8,0.0,0.0,26673.0,39006.0,24042.0,0.0,89722.0,41662.0,99.9
Erlangen,SRID=31468;POINT (4428170.417375036 5495848.393206696),562000,Gemeinde,7.0,18.6,0.0,73.7,7.7,0.0,5284.0,0.0,20984.0,2205.0,0.0,28474.0,113292.0,76.9
Erlangen (Stadt),SRID=31468;POINT (4426186.941950743 5494456.031885239),562000,Landkreis,unbekannt,18.6,0.0,73.7,7.7,0.0,5284.0,0.0,20984.0,2205.0,0.0,28474.0,113292.0,76.9
Fürth (Stadt),SRID=31468;POINT (4425157.672125474 5484303.736080746),563000,Landkreis,unbekannt,4.9,0.0,55.4,39.7,0.0,2369.0,0.0,26662.0,19128.0,0.0,48160.0,129122.0,63.3
Fürth,SRID=31468;POINT (4426910.310495732 5482767.455071246),563000,Gemeinde,7.0,4.9,0.0,55.4,39.7,0.0,2369.0,0.0,26662.0,19128.0,0.0,48160.0,129122.0,63.3
Nürnberg,SRID=31468;POINT (4433055.216550105 5479747.052074989),564000,Gemeinde,7.0,6.2,0.0,48.9,44.9,0.0,6980.0,0.0,55238.0,50692.0,0.0,112910.0,510632.0,186
Nürnberg (Stadt),SRID=31468;POINT (4433560.4901545085 5478157.421105639),564000,Landkreis,unbekannt,6.2,0.0,48.9,44.9,0.0,6980.0,0.0,55238.0,50692.0,0.0,112910.0,510632.0,186
Schwabach,SRID=31468;POINT (4428932.811950185 5466297.727984308),565000,Gemeinde,7.0,7.3,0.0,68.7,24.0,0.0,1204.0,0.0,11353.0,3976.0,0.0,16532.0,41146.0,40.8
Schwabach,SRID=31468;POINT (4429137.790133923 5466972.252828),565000,Landkreis,unbekannt,7.3,0.0,68.7,24.0,0.0,1204.0,0.0,11353.0,3976.0,0.0,16532.0,41146.0,40.8
Ansbach,SRID=31468;POINT (4385932.2506697085 5454991.701139039),571000,Landkreis,unbekannt,0.18,19.0,38.5,42.3,0.0,2660.0,274037.0,554005.0,608402.0,0.0,1439105.0,186279.0,1970
Adelshofen,SRID=31468;POINT (4367751.493046293 5479718.432610194),571111,Gemeinde,8.0,2.3,44.9,40.2,12.6,0.0,222.0,4344.0,3882.0,1218.0,0.0,9665.0,934.0,27.2
Arberg,SRID=31468;POINT (4399200.8370703235 5446152.910680748),571113,Gemeinde,8.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4186.0,0.0,0.0,4186.0,2195.0,31.3
Aurach,SRID=31468;POINT (4384526.885518551 5457599.559607525),571114,Gemeinde,8.0,0.0,54.4,43.8,1.8,0.0,0.0,19270.0,15501.0,648.0,0.0,35419.0,3054.0,36.6
Bechhofen,SRID=31468;POINT (4394577.672688007 5447976.001717446),571115,Gemeinde,8.0,0.61,0.0,59.3,40.1,0.0,114.0,0.0,11049.0,7470.0,0.0,18633.0,6038.0,61.8
Bruckberg,SRID=31468;POINT (4405519.2942617135 5469823.993162415),571122,Gemeinde,8.0,1.7,0.0,98.3,0.0,0.0,21.1,0.0,1206.0,0.0,0.0,1227.0,1309.0,7.6
Buch a.Wald,SRID=31468;POINT (4378989.020604762 5467231.101369875),571125,Gemeinde,8.0,0.0,0.0,84.6,15.4,0.0,0.0,0.0,5545.0,1012.0,0.0,6558.0,1048.0,26.4
Burgoberbach,SRID=31468;POINT (4397558.254912916 5456487.759930949),571127,Gemeinde,8.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,5083.0,7613.0,0.0,12697.0,3675.0,12.6
Burk,SRID=31468;POINT (4389166.753536824 5445056.719927542),571128,Gemeinde,8.0,0.0,61.8,23.8,14.4,0.0,0.0,9919.0,3814.0,2308.0,0.0,16041.0,1081.0,14.1
Colmberg,SRID=31468;POINT (4384566.1193870045 5469805.907812619),571130,Gemeinde,8.0,0.0,0.0,23.7,76.3,0.0,0.0,0.0,6189.0,19908.0,0.0,26097.0,2124.0,38.3
Dentlein a.Forst,SRID=31468;POINT (4385105.0575797 5446830.562834861),571132,Gemeinde,8.0,0.0,27.4,15.4,57.2,0.0,0.0,4978.0,2793.0,10399.0,0.0,18170.0,2328.0,18
Diebach,SRID=31468;POINT (4368282.770507188 5465151.207276339),571134,Gemeinde,8.0,4.2,0.0,95.8,0.0,0.0,177.0,0.0,4066.0,0.0,0.0,4244.0,1137.0,22.3
Dietenhofen,SRID=31468;POINT (4404999.5863839695 5474528.863949278),571135,Gemeinde,8.0,0.11,19.6,42.4,37.9,0.0,59.3,10813.0,23450.0,20972.0,0.0,55294.0,5613.0,63.9
Dinkelsbühl,SRID=31468;POINT (4377365.271816561 5438204.007112196),571136,Gemeinde,8.0,0.16,19.3,17.0,63.5,0.0,182.0,22598.0,19910.0,74369.0,0.0,117060.0,12053.0,75.1
Dombühl,SRID=31468;POINT (4375062.295022452 5458866.273152207),571137,Gemeinde,8.0,0.0,0.0,37.8,62.2,0.0,0.0,0.0,4638.0,7621.0,0.0,12259.0,1849.0,17.9
Dürrwangen,SRID=31468;POINT (4382413.386567234 5442650.943097212),571139,Gemeinde,8.0,0.0,81.1,18.7,0.28,0.0,0.0,10183.0,2344.0,35.3,0.0,12562.0,2602.0,23
Ehingen,SRID=31468;POINT (4393511.656133995 5439994.895759516),571141,Gemeinde,8.0,0.0,0.0,38.3,61.7,0.0,0.0,0.0,4465.0,7192.0,0.0,11657.0,1938.0,47.6
